"","beta","rho","v_shed","v_reduced_shed","reduced_shed","v_susc","v_Ab_susc","set","coverage","persistence"
"314",0.125,0.000925925925925926,0.5,0.33,0.5,1,0.75,40,"0.4",99
"315",0.125,0.000925925925925926,0.5,0.33,0.5,1,0.75,40,"0.5",92
"316",0.125,0.000925925925925926,0.5,0.33,0.5,1,0.75,40,"0.6",87
"317",0.125,0.000925925925925926,0.5,0.33,0.5,1,0.75,40,"0.7",72
"318",0.125,0.000925925925925926,0.5,0.33,0.5,1,0.75,40,"0.8",46
"319",0.125,0.000925925925925926,0.5,0.33,0.5,1,0.75,40,"0.9",33
"320",0.125,0.000925925925925926,0.5,0.33,0.5,1,0.75,40,"1",18
"321",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"0",100
"322",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"0.4",100
"323",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"0.5",100
"324",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"0.6",100
"325",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"0.7",100
"326",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"0.8",100
"327",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"0.9",100
"328",0.164285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,41,"1",100
"329",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"0",100
"330",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"0.4",100
"331",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"0.5",100
"332",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"0.6",100
"333",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"0.7",100
"334",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"0.8",100
"335",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"0.9",100
"336",0.214285714285714,0.000925925925925926,0.5,0.33,0.5,1,0.75,42,"1",100
"337",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"0",100
"338",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"0.4",86
"339",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"0.5",70
"340",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"0.6",47
"341",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"0.7",21
"342",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"0.8",5
"343",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"0.9",2
"344",0.125,0.000277777777777778,0.5,0.33,0.5,1,0.75,43,"1",0
"345",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"0",100
"346",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"0.4",100
"347",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"0.5",100
"348",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"0.6",100
"349",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"0.7",100
"350",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"0.8",100
"351",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"0.9",100
"352",0.164285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,44,"1",94
"353",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"0",100
"354",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"0.4",100
"355",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"0.5",100
"356",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"0.6",100
"357",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"0.7",100
"358",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"0.8",100
"359",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"0.9",100
"360",0.214285714285714,0.000277777777777778,0.5,0.33,0.5,1,0.75,45,"1",100
"361",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"0",100
"362",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"0.4",100
"363",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"0.5",100
"364",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"0.6",100
"365",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"0.7",100
"366",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"0.8",100
"367",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"0.9",100
"368",0.125,0.00277777777777778,1,0.33,0.5,1,0.5,46,"1",100
"369",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"0",100
"370",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"0.4",100
"371",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"0.5",100
"372",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"0.6",100
"373",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"0.7",100
"374",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"0.8",100
"375",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"0.9",100
"376",0.164285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,47,"1",100
"377",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"0",100
"378",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"0.4",100
"379",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"0.5",100
"380",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"0.6",100
"381",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"0.7",100
"382",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"0.8",100
"383",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"0.9",100
"384",0.214285714285714,0.00277777777777778,1,0.33,0.5,1,0.5,48,"1",100
"385",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"0",100
"386",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"0.4",100
"387",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"0.5",100
"388",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"0.6",100
"389",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"0.7",99
"390",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"0.8",100
"391",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"0.9",100
"392",0.125,0.000925925925925926,1,0.33,0.5,1,0.5,49,"1",100
"393",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"0",100
"394",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"0.4",100
"395",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"0.5",100
"396",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"0.6",100
"397",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"0.7",100
"398",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"0.8",100
"399",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"0.9",100
"400",0.164285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,50,"1",100
"401",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"0",100
"402",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"0.4",100
"403",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"0.5",100
"404",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"0.6",100
"405",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"0.7",100
"406",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"0.8",100
"407",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"0.9",100
"408",0.214285714285714,0.000925925925925926,1,0.33,0.5,1,0.5,51,"1",100
"409",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"0",100
"410",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"0.4",100
"411",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"0.5",100
"412",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"0.6",100
"413",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"0.7",100
"414",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"0.8",100
"415",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"0.9",99
"416",0.125,0.000277777777777778,1,0.33,0.5,1,0.5,52,"1",98
"417",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"0",100
"418",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"0.4",100
"419",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"0.5",100
"420",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"0.6",100
"421",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"0.7",100
"422",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"0.8",100
"423",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"0.9",100
"424",0.164285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,53,"1",100
"425",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"0",100
"426",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"0.4",100
"427",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"0.5",100
"428",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"0.6",100
"429",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"0.7",100
"430",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"0.8",100
"431",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"0.9",100
"432",0.214285714285714,0.000277777777777778,1,0.33,0.5,1,0.5,54,"1",100
